ResumeID,Cleaned_Skills
R001549,"Scrum, Product Roadmap, User Stories, Stakeholder Management"
R001550,"Excel, SQL, Reporting, Data Cleaning, Power BI, Tableau"
R001551,"SQL, Deep Learning, NLP, Machine Learning, Python, Pandas"
R001552,"PyTorch, Python, TensorFlow, Keras, Computer Vision"
R001553,"Agile, Product Roadmap"
R001554,"Pandas, Machine Learning, Python, SQL"
R001555,"TensorFlow, PyTorch, Cloud, Keras"
R001556,"Keras, PyTorch, Cloud, MLOps, Computer Vision"
R001557,"TensorFlow, MLOps, Computer Vision, Cloud, Python, Keras"
R001558,"Deep Learning, Python, SQL, Statistics"
R001559,"Data Cleaning, Power BI, Excel, Reporting, SQL"
R001560,"User Stories, Product Roadmap, Scrum, Stakeholder Management"
R001561,"MLOps, TensorFlow, Computer Vision, Cloud"
R001562,"Excel, Tableau, Reporting, Data Cleaning, SQL"
R001563,"Python, Machine Learning"
R001564,"Data Cleaning, Excel, Reporting, Power BI"
R001565,"NLP, Python, Deep Learning, SQL"
R001566,"Java, Spring Boot, Git, Docker"
R001567,"Spring Boot, Docker, System Design, Agile, Java"
R001568,Cloud
R001569,"Excel, Reporting, Data Cleaning, Tableau, SQL"
R001570,"Statistics, NLP, Pandas, Python"
R001571,"Docker, System Design"
R001572,"Cloud, Computer Vision, Python, MLOps"
R001573,"User Stories, Agile, Stakeholder Management, Scrum, Product Roadmap"
R001574,"PyTorch, Keras, Computer Vision, TensorFlow"
R001575,"User Stories, Stakeholder Management, Agile, Scrum"
R001576,"Java, Git"
R001577,"Keras, Computer Vision"
R001578,"Pandas, Deep Learning"
R001579,"REST APIs, Agile"
R001580,"Agile, User Stories, Stakeholder Management, Scrum, Product Roadmap"
R001581,"Tableau, Data Cleaning, Excel, Reporting, Power BI"
R001582,"Python, MLOps, TensorFlow, Computer Vision"
R001583,"Agile, Stakeholder Management, Scrum, User Stories, Product Roadmap"
R001584,"TensorFlow, PyTorch"
R001585,"Keras, PyTorch, TensorFlow, MLOps, Cloud"
R001586,"Power BI, Tableau"
R001587,"Statistics, Deep Learning, Machine Learning"
R001588,"TensorFlow, Computer Vision, Python, MLOps"
R001589,"Java, Spring Boot, Docker"
R001590,"Cloud, TensorFlow, MLOps, Keras, Computer Vision"
R001591,"Reporting, Excel, Data Cleaning, Tableau"
R001592,"Agile, Stakeholder Management"
R001593,"Power BI, SQL"
R001594,Product Roadmap
R001595,"Statistics, Pandas"
R001596,"Keras, TensorFlow"
R001597,"Java, Docker, REST APIs, Agile"
R001598,"Python, Machine Learning"
R001599,"User Stories, Scrum, Product Roadmap"
R001600,"Docker, Spring Boot"
R001601,"Keras, Cloud, MLOps, PyTorch"
R001602,"Spring Boot, System Design, Docker"
R001603,"Agile, Java, Git, System Design"
R001604,"SQL, Machine Learning, Statistics"
R001605,"PyTorch, Computer Vision, TensorFlow, Python, Cloud"
R001606,"Docker, System Design, Agile"
R001607,"Excel, Tableau"
R001608,"Java, Agile, Git, Docker, Spring Boot, REST APIs"
R001609,"Machine Learning, NLP, Pandas, Deep Learning, SQL"
R001610,Product Roadmap
R001611,"TensorFlow, Python, MLOps"
R001612,"PyTorch, Cloud, Python"
R001613,"User Stories, Scrum"
R001614,Tableau
R001615,"Data Cleaning, Tableau, Power BI"
R001616,"REST APIs, Agile, Spring Boot"
R001617,"REST APIs, Git, System Design, Agile, Java"
R001618,"User Stories, Product Roadmap, Stakeholder Management"
R001619,"SQL, Deep Learning, Machine Learning"
R001620,Reporting
R001621,"Scrum, Agile, User Stories, Stakeholder Management"
R001622,"Cloud, Computer Vision, Keras, TensorFlow"
R001623,"Tableau, Data Cleaning, Excel"
R001624,"Cloud, PyTorch, TensorFlow, MLOps, Python"
R001625,"Stakeholder Management, Product Roadmap, User Stories"
R001626,"System Design, Spring Boot, Git"
R001627,"SQL, Machine Learning, Deep Learning, Python"
R001628,"Data Cleaning, Excel, Power BI, Reporting, SQL, Tableau"
R001629,"Java, REST APIs, System Design, Agile"
R001630,"Reporting, Data Cleaning, Excel"
R001631,"SQL, Excel, Tableau, Power BI"
R001632,"TensorFlow, Python, Computer Vision, PyTorch, Cloud"
R001633,"Stakeholder Management, Scrum, Product Roadmap"
R001634,"Pandas, Python, NLP"
R001635,"Agile, Product Roadmap, Scrum, User Stories, Stakeholder Management"
R001636,"Reporting, SQL"
R001637,"Python, TensorFlow"
R001638,"TensorFlow, Computer Vision, MLOps, PyTorch, Keras"
R001639,"Data Cleaning, Reporting, Tableau, Power BI"
R001640,"SQL, Excel, Power BI"
R001641,"Spring Boot, Java"
R001642,"Stakeholder Management, User Stories, Product Roadmap, Scrum, Agile"
R001643,"MLOps, TensorFlow, Keras, Cloud, Mrs, Computer Vision"
R001644,"TensorFlow, Computer Vision, PyTorch, MLOps"
R001645,"Data Cleaning, Power BI"
R001646,"REST APIs, Git, Docker, Spring Boot"
R001647,"Machine Learning, SQL, Python"
R001648,"SQL, Tableau, Excel"
R001649,"Keras, Cloud, PyTorch, Computer Vision, TensorFlow"
R001650,SQL
R001651,"User Stories, Stakeholder Management, Product Roadmap, Agile, Scrum"
R001652,"SQL, Statistics, Machine Learning, Python, NLP, Pandas"
R001653,"Docker, REST APIs, Java, Spring Boot"
R001654,"Tableau, Excel, Power BI, Data Cleaning"
R001655,"User Stories, Product Roadmap"
R001656,"TensorFlow, Keras, PyTorch, Cloud, Computer Vision"
R001657,"Cloud, Computer Vision"
R001658,"Cloud, Keras, Computer Vision, Python"
R001659,"Data Cleaning, Excel"
R001660,"Python, Keras, Cloud, MLOps"
R001661,"User Stories, Stakeholder Management, Agile, Scrum"
R001662,"Stakeholder Management, Scrum, User Stories, Product Roadmap, Agile"
R001663,"Git, Agile, Docker, REST APIs, Java"
R001664,"Python, TensorFlow, PyTorch, Keras"
R001665,"REST APIs, Agile"
R001666,"Scrum, User Stories"
R001667,"Statistics, Pandas, NLP, Python"
R001668,"Statistics, NLP, Deep Learning, Python, Pandas"
R001669,"User Stories, Agile, Stakeholder Management, Product Roadmap, Scrum"
R001670,"System Design, Java, Docker"
R001671,"SQL, Pandas, Machine Learning"
R001672,"Computer Vision, MLOps, Cloud, Keras"
R001673,"Stakeholder Management, Agile"
R001674,"Machine Learning, Pandas, Statistics, Python, Deep Learning, SQL"
R001675,"Product Roadmap, Agile, Scrum"
R001676,"Java, Git, REST APIs"
R001677,"PyTorch, Keras, Cloud, Computer Vision"
R001678,"Power BI, Data Cleaning, Tableau"
R001679,"SQL, Power BI, Tableau, Reporting, Excel"
R001680,"Agile, Product Roadmap, User Stories"
R001681,"Product Roadmap, Stakeholder Management, Agile, Scrum, User Stories"
R001682,"Tableau, Excel, SQL"
R001683,"Stakeholder Management, User Stories, Scrum"
R001684,"Docker, Spring Boot, Git, Java"
R001685,"Python, MLOps, Keras, TensorFlow, Computer Vision"
R001686,"Statistics, Deep Learning"
R001687,"Excel, Power BI, SQL, Tableau"
R001688,"Python, SQL, Pandas, Machine Learning, NLP"
R001689,"Scrum, User Stories, Product Roadmap"
R001690,"Agile, REST APIs, Java, Git, Docker"
R001691,Reporting
R001692,"Java, Agile"
R001693,"Computer Vision, MLOps"
R001694,"Power BI, Data Cleaning, SQL, Excel"
R001695,"System Design, REST APIs"
R001696,"Excel, Power BI, Data Cleaning, SQL, Tableau"
R001697,"User Stories, Stakeholder Management, Scrum"
R001698,"NLP, Python, Statistics"
R001699,"Python, Pandas, Statistics, SQL, Deep Learning, NLP"
R001700,"Reporting, Tableau, Data Cleaning"
R001701,"Data Cleaning, Excel, Power BI, Reporting"
R001702,"Agile, Java"
R001703,"Cloud, Keras, Computer Vision"
R001704,"Reporting, Data Cleaning, Excel, Power BI, Tableau, SQL"
R001705,"Docker, System Design, Java, Spring Boot"
R001706,"Cloud, Keras, PyTorch, Python, TensorFlow"
R001707,"Pandas, Machine Learning, NLP, Deep Learning, SQL, Statistics"
R001708,"Cloud, Python, Computer Vision, TensorFlow"
R001709,Pandas
R001710,"User Stories, Product Roadmap, Agile"
R001711,"Reporting, Excel, Tableau, SQL"
R001712,"Statistics, Machine Learning"
R001713,"Computer Vision, PyTorch, Keras, Python"
R001714,"Pandas, SQL, Python"
R001715,"Stakeholder Management, Agile, User Stories"
R001716,"User Stories, Stakeholder Management"
R001717,"SQL, Data Cleaning, Power BI, Excel"
R001718,"Pandas, Python, Deep Learning"
R001719,"SQL, Python, Machine Learning, Deep Learning, NLP"
R001720,"Git, REST APIs, Docker, System Design, Spring Boot, Java"
R001721,"SQL, Data Cleaning"
R001722,"Deep Learning, Pandas, SQL"
R001723,"System Design, Docker, Agile, Java"
R001724,"Product Roadmap, Scrum"
R001725,Scrum
R001726,"Product Roadmap, Stakeholder Management, Scrum, User Stories"
R001727,"Python, Keras, TensorFlow, Cloud, Computer Vision, MLOps"
R001728,"Statistics, NLP, Machine Learning, SQL"
R001729,"REST APIs, System Design, Agile, Docker, Spring Boot"
R001730,"Excel, Tableau, Power BI, SQL, Reporting"
R001731,"Machine Learning, SQL, NLP, Statistics, Deep Learning"
R001732,"Statistics, SQL"
R001733,"Git, Spring Boot, Java"
R001734,"User Stories, Agile, Product Roadmap, PM, Stakeholder Management, Scrum"
R001735,"Scrum, Agile, Product Roadmap, Stakeholder Management, User Stories"
R001736,"Product Roadmap, Stakeholder Management, Scrum, Agile, User Stories"
R001737,"Keras, TensorFlow, MLOps, Cloud"
R001738,"Agile, Stakeholder Management, Scrum, Product Roadmap"
R001739,"REST APIs, Agile"
R001740,"Spring Boot, REST APIs, Git"
R001741,"Computer Vision, Python, TensorFlow, PyTorch"
R001742,"Statistics, Machine Learning, Pandas, SQL, Python, NLP"
R001743,"Spring Boot, Docker, Java, Agile"
R001744,"Git, Agile, Java"
R001745,"Statistics, NLP, Machine Learning, Pandas"
R001746,"Python, Machine Learning, Pandas, Statistics"
R001747,"Spring Boot, Agile, System Design, Java"
R001748,"Java, Spring Boot"
R001749,"Python, Deep Learning"
R001750,"Machine Learning, Deep Learning, NLP, Pandas, Python"
R001751,"Agile, System Design, Git"
R001752,"Agile, Git"
R001753,"User Stories, Scrum, Product Roadmap"
R001754,"Computer Vision, TensorFlow, PyTorch, MLOps, Keras"
R001755,"Machine Learning, Python"
R001756,"Stakeholder Management, Agile, User Stories, Scrum, Product Roadmap"
R001757,"Excel, Reporting, Tableau, SQL"
R001758,"MLOps, Keras, TensorFlow"
R001759,"Scrum, Stakeholder Management"
R001760,"Data Cleaning, Power BI, Reporting"
R001761,"MLOps, Computer Vision, Keras, TensorFlow, Cloud"
R001762,"Java, Docker, Git"
R001763,"User Stories, Agile, Stakeholder Management, Product Roadmap"
R001764,"Tableau, Data Cleaning, Reporting"
R001765,"Spring Boot, REST APIs, Java"
R001766,"NLP, Machine Learning, Python"
R001767,"System Design, Agile, REST APIs"
R001768,"Product Roadmap, Agile"
R001769,"Excel, Data Cleaning, Power BI, Reporting"
R001770,"PyTorch, Keras, Cloud, Python, MLOps"
R001771,Data Cleaning
R001772,"Tableau, Reporting, SQL, Excel, Data Cleaning"
R001773,Scrum
R001774,"Data Cleaning, Reporting"
R001775,"Stakeholder Management, Scrum"
R001776,"Spring Boot, Docker, REST APIs, Agile, Git, Java"
R001777,"Agile, System Design"
R001778,"SQL, Pandas, Statistics, Machine Learning"
R001779,Product Roadmap
R001780,"Agile, REST APIs, Docker, Spring Boot"
R001781,"NLP, Machine Learning, Deep Learning, Statistics, Pandas"
R001782,"Reporting, Excel, Tableau"
R001783,"Java, Spring Boot, Docker, REST APIs, System Design"
R001784,"Data Cleaning, Excel, Tableau"
R001785,"Cloud, PyTorch, Computer Vision, Keras, MLOps"
R001786,Reporting
R001787,"Reporting, Excel, SQL, Tableau, Data Cleaning"
R001788,"Spring Boot, Java, Git, Agile"
R001789,"Reporting, Excel, Power BI, Tableau, Data Cleaning"
R001790,"REST APIs, System Design, Spring Boot, Git"
R001791,"Git, System Design, Spring Boot, Java, Agile"
R001792,"REST APIs, Docker, System Design, Agile, Git, Java"
R001793,"SQL, Machine Learning"
R001794,"MLOps, Python"
R001795,"Pandas, Python, Statistics"
R001796,"System Design, REST APIs, Agile"
R001797,"Docker, REST APIs, Java, System Design"
R001798,"Agile, Stakeholder Management, User Stories, Scrum"
R001799,"Power BI, Tableau, Data Cleaning"
R001800,"Python, TensorFlow, Computer Vision, MLOps"
R001801,"Agile, User Stories, Scrum, Stakeholder Management, Product Roadmap"
R001802,"Spring Boot, Java, System Design, Git, Agile"
R001803,"Keras, TensorFlow, PyTorch"
R001804,"Deep Learning, Statistics, Python"
R001805,"Deep Learning, SQL, Pandas, Python, Machine Learning"
R001806,"System Design, Git, Spring Boot"
R001807,"Java, Spring Boot, Agile, System Design"
R001808,"Python, Pandas, Statistics, NLP, SQL"
R001809,"Machine Learning, SQL, Pandas, Deep Learning, NLP, Python"
R001810,"Product Roadmap, Stakeholder Management"
R001811,"Agile, Product Roadmap, Scrum, Stakeholder Management"
R001812,"Data Cleaning, Power BI"
R001813,"SQL, NLP, Deep Learning"
R001814,"Keras, Python, TensorFlow, Cloud"
R001815,"Tableau, Power BI"
R001816,"SQL, Machine Learning, Python, Statistics, Pandas, NLP"
R001817,"Data Cleaning, Power BI, Excel, Tableau, SQL, Reporting"
R001818,"Product Roadmap, Agile, User Stories, Scrum"
R001819,"Reporting, Data Cleaning, Excel, Power BI, SQL"
R001820,"Computer Vision, MLOps, Python"
R001821,"Keras, TensorFlow, Python"
R001822,"NLP, SQL, Python, Statistics, Machine Learning, Deep Learning"
R001823,"Stakeholder Management, Agile, User Stories, Scrum, Product Roadmap"
R001824,"Pandas, Statistics, Deep Learning, Machine Learning, Python"
R001825,"System Design, REST APIs"
R001826,"SQL, Excel, Tableau, Data Cleaning, Power BI"
R001827,"Keras, Computer Vision, PyTorch, Python"
R001828,"User Stories, Stakeholder Management, Agile, Scrum, Product Roadmap"
R001829,"SQL, Deep Learning, Pandas, NLP, Python"
R001830,"NLP, Python, Machine Learning, Deep Learning, Statistics"
R001831,"Python, NLP, Machine Learning, Deep Learning, Pandas, Statistics"
R001832,"Stakeholder Management, User Stories, Product Roadmap, Scrum"
R001833,"REST APIs, System Design"
R001834,PyTorch
R001835,"Excel, Reporting"
R001836,"Agile, User Stories, Product Roadmap, Stakeholder Management"
R001837,"Scrum, Stakeholder Management"
R001838,"Product Roadmap, Scrum, User Stories, Agile, Stakeholder Management"
R001839,"Keras, Python, TensorFlow, MLOps, Computer Vision"
R001840,"Agile, Product Roadmap, User Stories"
R001841,"MLOps, PyTorch, Cloud"
R001842,"Spring Boot, System Design, Git, Agile, REST APIs"
R001843,"PyTorch, Computer Vision, Python, TensorFlow, Keras"
R001844,"TensorFlow, Python, Keras"
R001845,"Pandas, Statistics"
R001846,"Keras, TensorFlow, PyTorch, Cloud, Computer Vision"
R001847,"Data Cleaning, Reporting"
R001848,"Data Cleaning, Tableau"
R001849,"TensorFlow, MLOps"
R001850,"Machine Learning, Python, NLP"
R001851,"Deep Learning, Machine Learning, Statistics, Pandas"
R001852,"Excel, Reporting, Tableau, SQL, Power BI"
R001853,"User Stories, Product Roadmap, Scrum, Agile"
R001854,"User Stories, Scrum, Stakeholder Management, Product Roadmap, Agile"
R001855,"Product Roadmap, User Stories, Scrum, Stakeholder Management"
R001856,"Tableau, Data Cleaning, Excel, Reporting"
R001857,"Excel, Data Cleaning, SQL, Power BI"
R001858,"Stakeholder Management, Agile, Product Roadmap, User Stories, Scrum"
R001859,"Agile, System Design, REST APIs"
R001860,"Cloud, Python"
R001861,"Pandas, NLP, Python, Statistics"
R001862,"MLOps, TensorFlow"
R001863,"Data Cleaning, Reporting, SQL, Power BI"
R001864,Cloud
R001865,"Git, Docker, System Design"
R001866,"Tableau, Reporting, Data Cleaning, Power BI"
R001867,"System Design, REST APIs, Git"
R001868,"SQL, Reporting, Data Cleaning, Excel, Power BI"
R001869,"Excel, SQL, Tableau"
R001870,"SQL, Excel, Data Cleaning, Reporting"
R001871,Git
R001872,"Agile, Docker, Java, Spring Boot, System Design"
R001873,"System Design, Git, Agile, REST APIs, Docker"
R001874,"Agile, Spring Boot, Java, System Design, Git"
R001875,"Product Roadmap, Stakeholder Management, Agile"
R001876,"SQL, Power BI, Reporting"
R001877,"Cloud, MLOps, TensorFlow, Python, Computer Vision"
R001878,"Agile, Product Roadmap, Stakeholder Management, Scrum, User Stories"
R001879,"SQL, Reporting, Tableau, Excel"
R001880,"Agile, System Design, Git, Spring Boot"
R001881,"Git, Java, Docker, System Design, Agile"
R001882,"Scrum, User Stories, Stakeholder Management, Product Roadmap"
R001883,"System Design, Java"
R001884,"Python, NLP, Machine Learning, Statistics, SQL"
R001885,"Data Cleaning, Reporting, Tableau, Power BI"
R001886,"Cloud, Computer Vision, PyTorch, Python, Keras"
R001887,"Scrum, User Stories, Agile, Stakeholder Management, Product Roadmap"
R001888,"Product Roadmap, User Stories, Agile"
R001889,"SQL, Data Cleaning, Reporting, Excel"
R001890,"Machine Learning, Python, SQL, NLP, Statistics"
R001891,"Reporting, Power BI"
R001892,"Agile, Product Roadmap"
R001893,"Product Roadmap, Scrum, Stakeholder Management, User Stories"
R001894,"Deep Learning, Python, Pandas, NLP, Machine Learning"
R001895,"Python, Machine Learning, Statistics"
R001896,"Agile, Java, System Design, REST APIs, Git"
R001897,"Stakeholder Management, Product Roadmap, User Stories, Scrum, Agile"
R001898,"Python, Keras, Cloud"
R001899,"Docker, Agile, System Design, REST APIs, Java, Git, Spring Boot"
R001900,"Product Roadmap, Scrum, Agile, User Stories, Stakeholder Management"
R001901,"Deep Learning, NLP, Statistics"
R001902,"Data Cleaning, Reporting, SQL"
R001903,"Reporting, SQL, Tableau"
R001904,"Deep Learning, Machine Learning, SQL"
R001905,"SQL, NLP, Python"
R001906,"REST APIs, Docker, System Design, Java, Git, Spring Boot"
R001907,"Spring Boot, Docker, Agile, REST APIs, Java"
R001908,"SQL, Reporting, Power BI, Data Cleaning"
R001909,"Spring Boot, Agile, REST APIs"
R001910,"User Stories, Scrum, Agile, Product Roadmap"
R001911,"Agile, Git, REST APIs, Spring Boot"
R001912,"Tableau, Data Cleaning, SQL, Reporting, Excel, Power BI"
R001913,"Stakeholder Management, Agile"
R001914,"User Stories, Product Roadmap"
R001915,"Keras, MLOps, TensorFlow, Cloud"
R001916,"Data Cleaning, Tableau"
R001917,"Scrum, User Stories, Agile"
R001918,"SQL, Tableau, Excel, Reporting, Data Cleaning"
R001919,"Python, Keras, Computer Vision, Cloud, TensorFlow"
R001920,Tableau
R001921,"User Stories, Agile"
R001922,"Excel, Data Cleaning, SQL"
R001923,"SQL, Reporting, Excel"
R001924,"Deep Learning, Pandas, SQL, Machine Learning"
R001925,"MLOps, TensorFlow, Python, Cloud, PyTorch"
R001926,"Computer Vision, MLOps"
R001927,"Keras, Python, Computer Vision"
R001928,"Agile, Git, Spring Boot, System Design"
R001929,"REST APIs, Git, Java, Spring Boot"
R001930,"Data Cleaning, Excel, Power BI"
R001931,"Python, Statistics, SQL"
R001932,"Python, Cloud, MLOps, Keras"
R001934,"Stakeholder Management, User Stories, Product Roadmap, Scrum"
R001935,"Git, REST APIs"
R001936,"Product Roadmap, User Stories, Agile, Scrum"
R001937,"Computer Vision, Keras"
R001938,"Java, Git, REST APIs, Spring Boot, Agile"
R001939,"Python, Pandas, Statistics, SQL"
R001940,"User Stories, Scrum, Agile, Stakeholder Management, Product Roadmap"
R001941,"Tableau, Power BI"
R001942,"Computer Vision, TensorFlow, Keras, Cloud"
