JobID,Role,Cleaned_Skills
J002275,Product Manager,"Scrum, Stakeholder Management, User Stories, Product Roadmap, Agile"
J002276,Data Scientist,"Statistics, Machine Learning, Deep Learning, Pandas"
J002277,Software Engineer,"Git, REST APIs, Docker, System Design, Agile"
J002278,ML Engineer,"Keras, PyTorch, Python, Cloud"
J002279,Data Scientist,"Pandas, Deep Learning, Python, NLP, SQL, Statistics"
J002280,Data Analyst,"Reporting, Tableau, SQL, Power BI, Excel"
J002281,ML Engineer,"MLOps, Cloud, PyTorch, Python"
J002282,Data Analyst,"Tableau, Reporting, Power BI"
J002283,Data Scientist,"SQL, Python, NLP, Machine Learning"
J002284,ML Engineer,"PyTorch, Keras, Cloud, Computer Vision"
J002285,Product Manager,"Scrum, Product Roadmap, Stakeholder Management, User Stories"
J002286,Data Analyst,"Data Cleaning, Tableau, Power BI, Excel"
J002287,Data Scientist,"Python, NLP, SQL, Statistics, Machine Learning, Pandas"
J002288,Software Engineer,"Git, Agile, System Design, Docker, Spring Boot, Java"
J002289,Data Analyst,"Power BI, Reporting, Data Cleaning, Excel"
J002290,Product Manager,"Scrum, User Stories, Stakeholder Management, Agile, Product Roadmap"
J002291,Product Manager,"Scrum, Agile, Stakeholder Management"
J002292,Software Engineer,"REST APIs, Docker, Agile, System Design, Git, Java"
J002293,ML Engineer,"TensorFlow, Python, PyTorch, MLOps, Keras, Cloud, Computer Vision"
J002294,Data Scientist,"Python, Machine Learning, NLP, SQL, Deep Learning, Pandas"
J002295,Data Analyst,"SQL, Excel, Data Cleaning"
J002296,Data Scientist,"Deep Learning, Pandas, Machine Learning, Statistics, Python, NLP, SQL"
J002297,Data Analyst,"Power BI, SQL, Data Cleaning, Reporting, Tableau"
J002298,Data Analyst,"SQL, Reporting, Power BI, Excel, Tableau"
J002299,Product Manager,"Stakeholder Management, Agile, Scrum"
J002300,ML Engineer,"MLOps, Keras, PyTorch, Computer Vision, Python, TensorFlow, Cloud"
J002301,Software Engineer,"Agile, Docker, Java, Git, System Design, Spring Boot"
J002302,Data Scientist,"SQL, Statistics, NLP, Python, Deep Learning"
J002303,Software Engineer,"System Design, Git, REST APIs"
J002304,ML Engineer,"Computer Vision, TensorFlow, MLOps, Python, Keras, Cloud, PyTorch"
J002305,Software Engineer,"REST APIs, Agile, System Design, Spring Boot, Docker, Java, Git"
J002306,Data Scientist,"Python, Statistics, Deep Learning, Machine Learning, Pandas"
J002307,Data Analyst,"Power BI, Reporting, SQL, Data Cleaning"
J002308,ML Engineer,"MLOps, Computer Vision, Keras, PyTorch, Python, Cloud, TensorFlow"
J002309,ML Engineer,"Computer Vision, MLOps, Keras"
J002310,ML Engineer,"TensorFlow, Cloud, PyTorch"
J002311,Software Engineer,"Java, System Design, Spring Boot"
J002312,ML Engineer,"Python, MLOps, Cloud, PyTorch, Computer Vision"
J002313,ML Engineer,"Keras, Python, TensorFlow"
J002314,Data Analyst,"Power BI, Excel, Data Cleaning, Tableau, SQL, Reporting"
J002315,ML Engineer,"PyTorch, TensorFlow, Computer Vision"
J002316,Data Analyst,"Excel, Tableau, Power BI"
J002317,Software Engineer,"Agile, Docker, Java, Spring Boot, System Design"
J002318,Software Engineer,"Java, Git, Docker, Spring Boot"
J002319,Data Analyst,"SQL, Reporting, Excel, Power BI, Tableau"
J002320,Data Scientist,"Python, Machine Learning, Pandas, NLP"
J002321,Data Analyst,"SQL, Tableau, Power BI, Data Cleaning, Excel, Reporting"
J002322,Product Manager,"User Stories, Product Roadmap, Scrum, Agile, Stakeholder Management"
J002323,Data Analyst,"SQL, Power BI, Tableau, Excel, Reporting, Data Cleaning"
J002324,Product Manager,"User Stories, Stakeholder Management, Product Roadmap, Agile"
J002325,Product Manager,"Scrum, Stakeholder Management, Product Roadmap, Agile, User Stories"
J002326,Product Manager,"Scrum, Agile, Product Roadmap, User Stories"
J002327,Data Analyst,"Data Cleaning, Reporting, SQL, Tableau, Excel, Power BI"
J002328,Software Engineer,"Git, Spring Boot, Docker"
J002329,ML Engineer,"Computer Vision, Cloud, PyTorch, MLOps, Keras, TensorFlow"
J002330,Product Manager,"Agile, Stakeholder Management, Product Roadmap"
J002331,Product Manager,"Product Roadmap, Stakeholder Management, Agile"
J002332,Product Manager,"Product Roadmap, Agile, User Stories, Scrum, Stakeholder Management"
J002333,ML Engineer,"MLOps, Computer Vision, PyTorch, Cloud, Keras, Python"
J002334,Software Engineer,"Docker, Spring Boot, Git, Java, REST APIs, System Design"
J002335,ML Engineer,"Keras, PyTorch, MLOps, TensorFlow, Cloud, Computer Vision, Python"
J002336,Product Manager,"Scrum, Agile, Product Roadmap, User Stories, Stakeholder Management"
J002337,Software Engineer,"Docker, Git, REST APIs, System Design, Agile"
J002338,Software Engineer,"Git, Spring Boot, REST APIs"
J002339,Software Engineer,"System Design, Agile, Docker, Spring Boot, Git, Java"
J002340,ML Engineer,"MLOps, Computer Vision, Cloud, Python, TensorFlow, PyTorch, Keras"
J002341,Software Engineer,"REST APIs, Java, System Design, Git, Docker, Agile"
J002342,Data Scientist,"Statistics, Deep Learning, Pandas, NLP, Python, Machine Learning, SQL"
J002343,ML Engineer,"Python, TensorFlow, Cloud, Computer Vision"
J002344,Data Analyst,"SQL, Tableau, Power BI, Data Cleaning"
J002345,ML Engineer,"Keras, TensorFlow, PyTorch"
J002346,Data Analyst,"Tableau, Reporting, SQL, Excel, Data Cleaning"
J002347,Data Scientist,"Statistics, Pandas, SQL, Deep Learning, Machine Learning"
J002348,ML Engineer,"PyTorch, TensorFlow, Keras, MLOps, Cloud"
J002349,ML Engineer,"TensorFlow, Python, MLOps, Computer Vision"
J002350,Software Engineer,"Java, REST APIs, Docker, Spring Boot, System Design, Git, Agile"
J002351,Software Engineer,"System Design, REST APIs, Spring Boot, Git, Docker, Agile"
J002352,ML Engineer,"Python, Cloud, PyTorch, TensorFlow, MLOps, Keras"
J002353,Data Scientist,"Machine Learning, Pandas, SQL, Python, Deep Learning"
J002354,Data Analyst,"SQL, Excel, Power BI, Reporting, Data Cleaning"
J002355,Data Analyst,"SQL, Reporting, Power BI, Excel, Data Cleaning"
J002356,ML Engineer,"Keras, Cloud, Python, MLOps, TensorFlow"
J002357,ML Engineer,"Python, PyTorch, Cloud, MLOps, TensorFlow, Computer Vision, Keras"
J002358,Product Manager,"Agile, User Stories, Scrum, Stakeholder Management, Product Roadmap"
J002359,Software Engineer,"Git, Spring Boot, Docker, Java, Agile, REST APIs, System Design"
J002360,Data Scientist,"NLP, SQL, Statistics, Python"
J002361,Data Analyst,"Tableau, Excel, Data Cleaning, Reporting"
J002362,Product Manager,"Product Roadmap, Stakeholder Management, User Stories"
J002363,Data Analyst,"SQL, Power BI, Excel, Data Cleaning, Tableau, Reporting"
J002364,ML Engineer,"PyTorch, Keras, MLOps, Python"
J002365,Data Scientist,"Statistics, Machine Learning, Deep Learning, SQL, Python, NLP"
J002366,Data Scientist,"Machine Learning, Deep Learning, Statistics, NLP, Pandas, SQL"
J002367,Product Manager,"Scrum, Stakeholder Management, Agile"
J002368,ML Engineer,"TensorFlow, Cloud, Computer Vision, Python"
J002369,Product Manager,"Scrum, Product Roadmap, User Stories, Stakeholder Management"
J002370,Product Manager,"Product Roadmap, User Stories, Stakeholder Management"
J002371,Product Manager,"Stakeholder Management, Scrum, Agile, User Stories"
J002372,Data Scientist,"SQL, Pandas, Machine Learning, Statistics, Python"
J002373,Data Analyst,"Power BI, Data Cleaning, Excel, SQL"
J002374,Data Analyst,"Power BI, SQL, Reporting, Data Cleaning, Tableau"
J002375,Software Engineer,"Spring Boot, Git, Docker, Java"
J002376,ML Engineer,"PyTorch, Computer Vision, Python, MLOps, Keras"
J002377,Data Analyst,"SQL, Excel, Data Cleaning"
J002378,Product Manager,"Scrum, Stakeholder Management, Agile, User Stories"
J002379,Software Engineer,"Git, Java, Spring Boot, Agile, System Design, REST APIs, Docker"
J002380,Product Manager,"Scrum, User Stories, Agile"
J002381,Product Manager,"User Stories, Stakeholder Management, Agile"
J002382,Data Scientist,"SQL, Statistics, NLP, Deep Learning, Machine Learning"
J002383,Data Analyst,"SQL, Power BI, Reporting, Data Cleaning"
J002384,Product Manager,"Stakeholder Management, Agile, Product Roadmap, User Stories"
J002385,Software Engineer,"Git, Docker, Java, REST APIs"
J002386,Product Manager,"User Stories, Product Roadmap, Stakeholder Management, Scrum, Agile"
J002387,Data Analyst,"Excel, Data Cleaning, Tableau, Reporting, Power BI"
J002388,Product Manager,"Scrum, Product Roadmap, User Stories"
J002389,Data Scientist,"Pandas, Python, Machine Learning, NLP"
J002390,Product Manager,"Scrum, Product Roadmap, Stakeholder Management, Agile"
J002391,Software Engineer,"Java, System Design, Agile, Spring Boot, Git, REST APIs, Docker"
J002392,Data Scientist,"Pandas, SQL, Python, Statistics, Deep Learning"
J002393,ML Engineer,"Python, Cloud, PyTorch, TensorFlow, Keras, MLOps, Computer Vision"
J002394,Software Engineer,"REST APIs, System Design, Spring Boot, Java, Docker, Git, Agile"
J002395,Product Manager,"User Stories, Stakeholder Management, Scrum, Agile"
J002396,Data Scientist,"Python, SQL, Deep Learning, NLP, Statistics"
J002397,Software Engineer,"Java, Git, Docker, System Design, REST APIs, Agile, Spring Boot"
J002398,Data Analyst,"Data Cleaning, Power BI, Tableau, Excel"
J002399,Data Analyst,"SQL, Power BI, Excel"
J002400,Software Engineer,"System Design, Java, REST APIs, Git, Agile, Spring Boot"
J002401,Product Manager,"Product Roadmap, Scrum, Stakeholder Management, User Stories"
J002402,Software Engineer,"System Design, Java, Git, REST APIs"
J002403,Data Analyst,"Power BI, Data Cleaning, SQL, Excel, Reporting, Tableau"
J002404,Data Scientist,"NLP, SQL, Pandas, Statistics, Deep Learning"
J002405,Data Scientist,"NLP, Pandas, SQL, Machine Learning, Python, Deep Learning, Statistics"
J002406,Software Engineer,"REST APIs, Docker, Agile, Git, Spring Boot, System Design, Java"
J002407,Data Analyst,"Reporting, Tableau, Excel, SQL"
J002408,Data Scientist,"Machine Learning, Python, NLP, SQL, Pandas"
J002409,Data Analyst,"SQL, Reporting, Excel"
J002410,ML Engineer,"Computer Vision, Keras, PyTorch, Python, MLOps, Cloud, TensorFlow"
J002411,Data Analyst,"SQL, Power BI, Reporting"
J002412,ML Engineer,"Cloud, Python, TensorFlow"
J002413,Software Engineer,"System Design, Git, Docker, REST APIs, Java, Spring Boot"
J002414,Data Analyst,"Tableau, Data Cleaning, Reporting, Excel"
J002415,Data Scientist,"Pandas, Deep Learning, Statistics, Python"
J002416,Data Scientist,"Pandas, Python, Statistics, Machine Learning, SQL, Deep Learning"
J002417,Data Scientist,"NLP, Python, Pandas, SQL, Statistics, Machine Learning"
J002418,Product Manager,"Scrum, Stakeholder Management, User Stories, Agile, Product Roadmap"
J002419,Product Manager,"Scrum, Agile, Stakeholder Management, User Stories"
J002420,Data Analyst,"Data Cleaning, Excel, Power BI"
J002421,Data Analyst,"Excel, Power BI, SQL, Reporting, Data Cleaning"
J002422,Software Engineer,"Git, Agile, Java, REST APIs, Docker"
J002423,Software Engineer,"REST APIs, Java, Spring Boot, Git"
J002424,Product Manager,"Product Roadmap, Agile, Scrum, User Stories"
J002425,Data Analyst,"Excel, SQL, Data Cleaning, Reporting, Tableau, Power BI"
J002426,Data Analyst,"Excel, Data Cleaning, Reporting, Power BI"
J002427,Product Manager,"Scrum, Agile, Stakeholder Management"
J002428,Software Engineer,"Spring Boot, Docker, Git, Agile, System Design, REST APIs, Java"
J002429,Data Analyst,"SQL, Excel, Tableau, Power BI, Reporting, Data Cleaning"
J002430,ML Engineer,"Computer Vision, MLOps, Python, TensorFlow, Cloud, PyTorch"
J002431,Data Scientist,"Pandas, Python, NLP, Deep Learning, Statistics"
J002432,Software Engineer,"Docker, REST APIs, System Design, Spring Boot, Agile, Git"
J002433,Product Manager,"Scrum, User Stories, Product Roadmap"
J002434,ML Engineer,"MLOps, TensorFlow, Python, Keras, Computer Vision, PyTorch, Cloud"
J002435,Data Analyst,"Excel, Power BI, Reporting"
J002436,Product Manager,"Agile, Stakeholder Management, User Stories, Product Roadmap, Scrum"
J002437,Product Manager,"Scrum, Agile, Product Roadmap, User Stories, Stakeholder Management"
J002438,ML Engineer,"Python, Cloud, Computer Vision, PyTorch"
J002439,Data Analyst,"Excel, Tableau, Reporting, SQL, Data Cleaning"
J002440,ML Engineer,"Python, Cloud, MLOps"
J002441,ML Engineer,"Cloud, Computer Vision, PyTorch, Python, TensorFlow, MLOps"
J002442,Software Engineer,"Docker, REST APIs, System Design"
J002443,Data Scientist,"Statistics, Python, NLP, Deep Learning, Pandas, SQL"
J002444,ML Engineer,"TensorFlow, MLOps, Computer Vision, PyTorch"
J002445,Data Analyst,"SQL, Data Cleaning, Power BI"
J002446,Data Scientist,"SQL, Statistics, Pandas, Machine Learning"
J002447,Data Scientist,"SQL, Python, NLP, Machine Learning, Statistics, Pandas, Deep Learning"
J002448,Data Analyst,"SQL, Tableau, Reporting, Excel, Data Cleaning"
J002449,Data Analyst,"Reporting, Tableau, Power BI"
J002450,Data Scientist,"Statistics, Pandas, Python, NLP, Machine Learning, Deep Learning"
J002451,Data Analyst,"Power BI, Tableau, Data Cleaning"
J002452,Product Manager,"Agile, Product Roadmap, Stakeholder Management"
J002453,ML Engineer,"TensorFlow, Computer Vision, Keras"
J002454,ML Engineer,"Cloud, TensorFlow, Keras, MLOps, Python, PyTorch, Computer Vision"
J002455,ML Engineer,"MLOps, TensorFlow, PyTorch, Python"
J002456,Product Manager,"User Stories, Product Roadmap, Scrum, Stakeholder Management, Agile"
J002457,Data Analyst,"Reporting, Excel, SQL"
J002458,Data Scientist,"Deep Learning, Pandas, Python, NLP, Machine Learning"
J002459,Product Manager,"Scrum, User Stories, Agile, Stakeholder Management"
J002460,Data Analyst,"Excel, Tableau, Data Cleaning"
J002461,ML Engineer,"PyTorch, Keras, MLOps, Python"
J002462,Product Manager,"Stakeholder Management, Scrum, Product Roadmap"
J002463,ML Engineer,"TensorFlow, Python, Computer Vision, MLOps, Keras, Cloud"
J002464,Data Scientist,"Statistics, Pandas, Deep Learning, NLP, Machine Learning"
J002465,ML Engineer,"MLOps, Python, TensorFlow, Computer Vision, Keras, Cloud, PyTorch"
J002466,Data Analyst,"Reporting, Power BI, Excel, Tableau, Data Cleaning"
J002467,Data Scientist,"Pandas, Python, Deep Learning"
J002468,Data Analyst,"Power BI, Excel, Reporting, SQL, Data Cleaning, Tableau"
J002469,Product Manager,"User Stories, Scrum, Agile, Product Roadmap, Stakeholder Management"
J002470,Data Analyst,"Data Cleaning, Power BI, Tableau, Excel"
J002471,Data Analyst,"SQL, Tableau, Power BI, Excel, Data Cleaning, Reporting"
J002472,Data Scientist,"SQL, Deep Learning, Pandas, Statistics, NLP, Python, Machine Learning"
J002473,ML Engineer,"Cloud, Keras, TensorFlow"
J002474,Data Scientist,"NLP, Pandas, Python, Statistics, Machine Learning"
J002475,Product Manager,"Stakeholder Management, Scrum, Product Roadmap, Agile"
J002476,Data Analyst,"Tableau, Power BI, SQL, Data Cleaning, Reporting"
J002477,Data Analyst,"Reporting, Power BI, SQL, Tableau, Excel, Data Cleaning"
J002478,Product Manager,"Stakeholder Management, Product Roadmap, Agile, User Stories, Scrum"
J002479,ML Engineer,"Computer Vision, Python, Keras, PyTorch, Cloud, TensorFlow"
J002480,Data Analyst,"Excel, Tableau, Power BI"
J002481,ML Engineer,"PyTorch, MLOps, Computer Vision, TensorFlow"
J002482,Data Scientist,"Python, SQL, Machine Learning, NLP, Pandas"
J002483,Software Engineer,"System Design, Git, REST APIs"
J002484,ML Engineer,"Keras, TensorFlow, Python, PyTorch, MLOps"
J002485,ML Engineer,"TensorFlow, Cloud, Keras, MLOps, PyTorch, Computer Vision"
J002486,Software Engineer,"REST APIs, System Design, Spring Boot, Git"
J002487,Data Analyst,"Excel, Data Cleaning, Power BI, Reporting, SQL"
J002488,ML Engineer,"Computer Vision, MLOps, PyTorch, Python, Cloud, TensorFlow, Keras"
J002489,Software Engineer,"REST APIs, Spring Boot, Agile, Docker, Java, Git, System Design"
J002490,ML Engineer,"MLOps, PyTorch, Computer Vision"
J002491,ML Engineer,"MLOps, TensorFlow, Computer Vision"
J002492,Product Manager,"Agile, Product Roadmap, User Stories"
J002493,ML Engineer,"MLOps, TensorFlow, Computer Vision, Python"
J002494,ML Engineer,"TensorFlow, Python, MLOps, Keras, Cloud, PyTorch, Computer Vision"
J002495,ML Engineer,"Keras, MLOps, TensorFlow"
J002496,Data Scientist,"Pandas, Statistics, NLP, Deep Learning, Python"
J002497,ML Engineer,"Computer Vision, PyTorch, MLOps, Cloud"
J002498,ML Engineer,"Keras, Python, MLOps, PyTorch, Computer Vision, TensorFlow"
J002499,Data Scientist,"Statistics, SQL, NLP"
J002500,ML Engineer,"Python, MLOps, Cloud"
J002501,Software Engineer,"System Design, Java, Git, Spring Boot, Agile, Docker, REST APIs"
J002502,Data Analyst,"Excel, Tableau, SQL, Data Cleaning"
J002503,Data Analyst,"Reporting, Power BI, SQL, Tableau, Excel"
J002504,Software Engineer,"Java, REST APIs, Spring Boot, Git, Agile, Docker"
J002505,ML Engineer,"TensorFlow, PyTorch, Computer Vision, Cloud"
J002506,Data Analyst,"Excel, Power BI, Tableau, SQL"
J002507,Data Scientist,"Deep Learning, SQL, Pandas, Machine Learning, Python"
J002508,Software Engineer,"Docker, Agile, REST APIs, Spring Boot"
J002509,Software Engineer,"System Design, Git, REST APIs, Agile, Java, Spring Boot, Docker"
J002510,Product Manager,"Stakeholder Management, Agile, User Stories, Product Roadmap"
J002511,ML Engineer,"Computer Vision, Cloud, PyTorch"
J002512,ML Engineer,"Keras, MLOps, PyTorch"
J002513,Data Analyst,"Data Cleaning, Reporting, Tableau, Excel"
J002514,Data Scientist,"Machine Learning, Statistics, SQL"
J002515,Software Engineer,"Docker, Agile, REST APIs"
J002516,Product Manager,"Agile, Stakeholder Management, Product Roadmap"
J002517,Data Analyst,"Tableau, Data Cleaning, Power BI, Reporting"
J002518,Data Scientist,"Pandas, Deep Learning, NLP, Python, Statistics, Machine Learning, SQL"
J002519,Data Analyst,"SQL, Tableau, Excel, Reporting, Data Cleaning"
J002520,Data Scientist,"Python, Statistics, NLP"
J002521,Product Manager,"Stakeholder Management, Product Roadmap, User Stories, Agile"
